state	year	county	precinct	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv
"KY"	2012	"Jefferson"	"D144"	3	221	150	379					189	187	386
"KY"	2012	"Jefferson"	"D145"	3	157	124	287					157	135	298
"KY"	2012	"Jefferson"	"E107"	3	284	192	479					238	254	497
"KY"	2012	"Jefferson"	"E139"	3	403	189	603					218	392	621
"KY"	2012	"Jefferson"	"E141"	3	308	261	578					308	270	595
"KY"	2012	"Jefferson"	"E142"	3	311	256	573					327	248	583
"KY"	2012	"Jefferson"	"E143"	3	615	305	929					390	540	950
"KY"	2012	"Jefferson"	"E144"	3	388	271	666					319	343	677
"KY"	2012	"Jefferson"	"E145"	3	364	305	673					348	314	680
"KY"	2012	"Jefferson"	"E147"	3	226	220	448					272	177	451
"KY"	2012	"Jefferson"	"E148"	3	460	438	905					527	380	917
"KY"	2012	"Jefferson"	"E149"	3	481	361	849					464	392	862
"KY"	2012	"Jefferson"	"E150"	3	498	353	859					433	431	873
"KY"	2012	"Jefferson"	"E151"	3	314	259	577					309	274	588
"KY"	2012	"Jefferson"	"E152"	3	377	407	794					515	285	804
"KY"	2012	"Jefferson"	"E154"	3	370	282	669					367	294	672
"KY"	2012	"Jefferson"	"E155"	3	545	372	940					451	494	960
"KY"	2012	"Jefferson"	"E157"	3	98	95	201					128	69	203
"KY"	2012	"Jefferson"	"E158"	3	250	201	459					253	212	470
"KY"	2012	"Jefferson"	"E159"	3	209	153	371					205	177	384
"KY"	2012	"Jefferson"	"E160"	3	294	285	588					347	241	595
"KY"	2012	"Jefferson"	"E161"	3	116	177	297					211	88	301
"KY"	2012	"Jefferson"	"E162"	3	123	94	224					115	112	229
"KY"	2012	"Jefferson"	"E163"	3	265	534	806					602	204	816
"KY"	2012	"Jefferson"	"E164"	3	268	416	688					495	200	700
"KY"	2012	"Jefferson"	"E165"	3	453	359	830					418	421	850
"KY"	2012	"Jefferson"	"E166"	3	232	240	476					274	201	482
"KY"	2012	"Jefferson"	"E167"	3	418	254	694					297	397	710
"KY"	2012	"Jefferson"	"E168"	3	253	283	542					337	206	553
"KY"	2012	"Jefferson"	"E169"	3	474	564	1053					707	363	1077
"KY"	2012	"Jefferson"	"E171"	3	287	219	515					269	247	522
"KY"	2012	"Jefferson"	"E172"	3	401	314	728					394	335	748
"KY"	2012	"Jefferson"	"E173"	3	324	113	447					136	306	451
"KY"	2012	"Jefferson"	"E174"	3	594	480	1087					573	508	1097
"KY"	2012	"Jefferson"	"E175"	3	283	214	504					252	254	512
"KY"	2012	"Jefferson"	"E176"	3	161	114	282					135	146	289
"KY"	2012	"Jefferson"	"E177"	3	141	111	258					145	113	264
"KY"	2012	"Jefferson"	"F101"	3	334	311	651					366	291	661
"KY"	2012	"Jefferson"	"F106"	3	348	248	600					327	272	606
"KY"	2012	"Jefferson"	"F109"	4	312	841	1167					881	330	1215
"KY"	2012	"Jefferson"	"F110"	4	224	418	657					444	238	688
"KY"	2012	"Jefferson"	"F111"	3	9	15	24					21	3	25
"KY"	2012	"Jefferson"	"F126"	4	337	898	1253					945	361	1312
"KY"	2012	"Jefferson"	"F138"	3	220	639	869					717	163	886
"KY"	2012	"Jefferson"	"F143"	3	548	669	1233					815	426	1256
"KY"	2012	"Jefferson"	"F145"	3	486	494	992					616	392	1013
"KY"	2012	"Jefferson"	"F149"	3	390	334	742					435	310	757
"KY"	2012	"Jefferson"	"F150"	3	375	408	795					500	295	808
"KY"	2012	"Jefferson"	"F151"	3	471	535	1012					641	375	1026
"KY"	2012	"Jefferson"	"F152"	3	442	492	945					603	348	966
"KY"	2012	"Jefferson"	"F153"	3	441	384	838					476	365	848
"KY"	2012	"Jefferson"	"F154"	3	290	400	697					470	230	710
"KY"	2012	"Jefferson"	"F155"	3	145	201	350					248	102	358
"KY"	2012	"Jefferson"	"F156"	3	447	424	883					497	382	895
"KY"	2012	"Jefferson"	"F157"	3	324	361	691					441	255	699
"KY"	2012	"Jefferson"	"F158"	3	187	231	429					272	160	439
"KY"	2012	"Jefferson"	"F159"	3	329	295	637					358	268	644
"KY"	2012	"Jefferson"	"F160"	3	307	331	645					387	255	650
"KY"	2012	"Jefferson"	"F161"	3	241	327	573					383	195	585
"KY"	2012	"Jefferson"	"F162"	3	516	592	1125					737	407	1156
"KY"	2012	"Jefferson"	"F163"	3	264	366	636					450	199	651
"KY"	2012	"Jefferson"	"F164"	3	287	392	681					480	213	700
"KY"	2012	"Jefferson"	"F165"	3	281	345	636					412	226	644
"KY"	2012	"Jefferson"	"F166"	3	252	353	612					413	204	624
"KY"	2012	"Jefferson"	"F167"	3	376	205	589					252	340	600
"KY"	2012	"Jefferson"	"F168"	3	316	331	656					388	265	671
"KY"	2012	"Jefferson"	"F169"	3	178	147	327					182	145	330
"KY"	2012	"Jefferson"	"F170"	3	277	142	422					180	247	430
"KY"	2012	"Jefferson"	"F171"	3	189	290	484					356	133	493
"KY"	2012	"Jefferson"	"F172"	3	333	290	633					339	284	634
"KY"	2012	"Jefferson"	"F173"	3	359	276	645					333	314	657
"KY"	2012	"Jefferson"	"F174"	4	262	538	818					556	289	862
"KY"	2012	"Jefferson"	"F175"	3	228	273	505					328	178	515
"KY"	2012	"Jefferson"	"F176"	3	293	275	579					344	242	595
"KY"	2012	"Jefferson"	"F178"	4	0	2	2					2	0	2
"KY"	2012	"Jefferson"	"G103"	3	591	116	717					154	547	726
"KY"	2012	"Jefferson"	"G104"	3	448	121	581					158	412	594
"KY"	2012	"Jefferson"	"G106"	3	360	89	455					127	325	463
"KY"	2012	"Jefferson"	"G107"	3	420	100	532					125	394	536
"KY"	2012	"Jefferson"	"G108"	3	320	60	386					81	295	389
"KY"	2012	"Jefferson"	"G109"	3	572	143	725					190	523	737
"KY"	2012	"Jefferson"	"G111"	3	493	98	597					132	454	599
"KY"	2012	"Jefferson"	"G112"	3	753	192	966					241	697	974
"KY"	2012	"Jefferson"	"G116"	3	576	148	736					210	517	749
"KY"	2012	"Jefferson"	"G117"	3	735	229	972					305	654	981
"KY"	2012	"Jefferson"	"G119"	3	293	134	432					176	252	437
"KY"	2012	"Jefferson"	"G120"	3	337	126	467					163	299	476
"KY"	2012	"Jefferson"	"G121"	3	352	160	518					247	277	530
"KY"	2012	"Jefferson"	"G122"	3	265	120	393					167	225	399
"KY"	2012	"Jefferson"	"G123"	3	144	66	212					82	131	215
"KY"	2012	"Jefferson"	"G124"	3	490	306	803					410	402	821
"KY"	2012	"Jefferson"	"G126"	3	366	158	531					214	318	542
"KY"	2012	"Jefferson"	"G129"	3	119	48	168					65	99	172
"KY"	2012	"Jefferson"	"G140"	3	578	186	769					233	532	781
"KY"	2012	"Jefferson"	"G141"	3	341	106	450					128	312	454
"KY"	2012	"Jefferson"	"G142"	3	114	62	176					73	105	181
"KY"	2012	"Jefferson"	"G143"	3	631	156	800					211	566	808
"KY"	2012	"Jefferson"	"G144"	3	482	148	642					193	433	642
"KY"	2012	"Jefferson"	"G145"	3	598	269	879					368	504	894
"KY"	2012	"Jefferson"	"G146"	3	547	167	724					219	486	729
"KY"	2012	"Jefferson"	"G147"	3	433	196	636					261	375	650
"KY"	2012	"Jefferson"	"G148"	3	218	80	301					117	186	308
"KY"	2012	"Jefferson"	"G149"	3	231	116	353					164	193	364
"KY"	2012	"Jefferson"	"G150"	3	343	316	668					362	306	679
"KY"	2012	"Jefferson"	"G151"	3	247	119	376					176	193	383
"KY"	2012	"Jefferson"	"G154"	3	446	171	628					236	385	636
"KY"	2012	"Jefferson"	"G155"	3	434	152	599					213	374	611
"KY"	2012	"Jefferson"	"G156"	3	327	349	677					429	259	694
"KY"	2012	"Jefferson"	"G157"	3	146	93	242					120	119	244
"KY"	2012	"Jefferson"	"G158"	3	407	330	742					421	335	763
"KY"	2012	"Jefferson"	"G159"	3	350	225	580					289	293	589
"KY"	2012	"Jefferson"	"G160"	3	190	177	370					223	148	377
"KY"	2012	"Jefferson"	"G161"	3	295	143	444					185	259	449
"KY"	2012	"Jefferson"	"G162"	3	45	52	97					61	36	98
"KY"	2012	"Jefferson"	"G163"	3	265	167	441					214	221	444
"KY"	2012	"Jefferson"	"G164"	3	286	167	460					227	232	467
"KY"	2012	"Jefferson"	"G165"	3	199	160	362					194	171	369
"KY"	2012	"Jefferson"	"G166"	3	82	39	123					53	71	125
"KY"	2012	"Jefferson"	"H102"	3	436	95	551					121	412	561
"KY"	2012	"Jefferson"	"H103"	3	577	173	763					223	538	772
"KY"	2012	"Jefferson"	"H105"	3	448	109	566					148	395	572
"KY"	2012	"Jefferson"	"H106"	3	409	143	565					190	364	576
"KY"	2012	"Jefferson"	"H109"	3	195	82	286					113	170	291
"KY"	2012	"Jefferson"	"H110"	3	456	147	616					221	387	629
"KY"	2012	"Jefferson"	"H111"	3	240	130	376					169	203	382
"KY"	2012	"Jefferson"	"H112"	3	358	214	582					276	308	594
"KY"	2012	"Jefferson"	"H113"	3	179	164	347					216	132	350
"KY"	2012	"Jefferson"	"H114"	3	7	5	12					6	6	12
"KY"	2012	"Jefferson"	"H115"	3	246	125	378					177	204	388
"KY"	2012	"Jefferson"	"H116"	3	341	189	545					280	272	562
"KY"	2012	"Jefferson"	"H117"	3	500	398	907					517	397	926
"KY"	2012	"Jefferson"	"H118"	3	413	181	606					242	353	613
"KY"	2012	"Jefferson"	"H120"	3	516	283	822					389	434	838
"KY"	2012	"Jefferson"	"H121"	3	216	104	326					137	190	333
"KY"	2012	"Jefferson"	"H123"	3	143	73	222					103	120	227
"KY"	2012	"Jefferson"	"H124"	3	115	33	152					39	110	152
"KY"	2012	"Jefferson"	"H125"	3	202	116	326					152	173	330
"KY"	2012	"Jefferson"	"H126"	3	249	142	402					196	204	410
"KY"	2012	"Jefferson"	"H127"	3	234	54	289					79	207	289
"KY"	2012	"Jefferson"	"H131"	3	270	46	322					57	252	325
"KY"	2012	"Jefferson"	"H132"	3	203	22	226					32	182	230
"KY"	2012	"Jefferson"	"H133"	3	57	16	73					21	51	75
"KY"	2012	"Jefferson"	"H134"	3	98	97	197					116	85	201
"KY"	2012	"Jefferson"	"H138"	3	733	270	1027					361	669	1046
"KY"	2012	"Jefferson"	"H141"	3	430	130	574					184	381	583
"KY"	2012	"Jefferson"	"H144"	3	396	261	676					327	347	685
"KY"	2012	"Jefferson"	"H145"	3	578	371	967					485	479	987
"KY"	2012	"Jefferson"	"H146"	3	250	206	473					268	212	489
"KY"	2012	"Jefferson"	"H147"	3	291	184	484					242	240	490
"KY"	2012	"Jefferson"	"H148"	3	331	284	626					351	281	642
"KY"	2012	"Jefferson"	"H149"	3	40	18	61					25	36	63
"KY"	2012	"Jefferson"	"H150"	3	0	2	2					2	0	2
"KY"	2012	"Jefferson"	"H151"	3	1	0	1					0	1	1
"KY"	2012	"Jefferson"	"H152"	3	79	22	102					35	67	104
"KY"	2012	"Jefferson"	"H154"	3	119	41	164					49	113	165
"KY"	2012	"Jefferson"	"H155"	3	118	64	186					84	108	195
"KY"	2012	"Jefferson"	"I103"	3	171	19	192					19	178	201
"KY"	2012	"Jefferson"	"I104"	3	142	61	205					78	133	213
"KY"	2012	"Jefferson"	"I105"	3	240	103	353					129	225	360
"KY"	2012	"Jefferson"	"I106"	3	223	80	306					99	207	311
"KY"	2012	"Jefferson"	"I107"	3	365	130	504					174	324	510
"KY"	2012	"Jefferson"	"I109"	3	219	91	315					121	191	318
"KY"	2012	"Jefferson"	"I110"	3	118	43	165					55	101	165
"KY"	2012	"Jefferson"	"I111"	3	584	220	820					308	502	829
"KY"	2012	"Jefferson"	"I112"	3	459	205	687					258	421	697
"KY"	2012	"Jefferson"	"I114"	3	344	176	527					234	302	542
"KY"	2012	"Jefferson"	"I115"	3	403	93	509					110	405	524
"KY"	2012	"Jefferson"	"I117"	3	422	99	532					135	399	546
"KY"	2012	"Jefferson"	"I120"	3	223	97	325					129	202	333
"KY"	2012	"Jefferson"	"I122"	3	451	231	688					302	396	706
"KY"	2012	"Jefferson"	"I123"	3	639	365	1014					492	535	1038
"KY"	2012	"Jefferson"	"I124"	3	231	133	371					180	199	382
"KY"	2012	"Jefferson"	"I125"	3	556	411	987					540	455	1005
"KY"	2012	"Jefferson"	"I126"	3	293	265	576					351	235	590
"KY"	2012	"Jefferson"	"I129"	3	177	123	309					172	137	313
"KY"	2012	"Jefferson"	"I130"	3	95	108	213					129	77	213
"KY"	2012	"Jefferson"	"I133"	3	511	412	943					532	409	957
"KY"	2012	"Jefferson"	"I135"	3	44	49	97					63	33	101
"KY"	2012	"Jefferson"	"I138"	3	2	5	8					8	0	8
"KY"	2012	"Jefferson"	"I139"	3	4	0	4					3	1	4
"KY"	2012	"Jefferson"	"I140"	3	53	22	77					30	44	77
"KY"	2012	"Jefferson"	"J101"	3	464	122	596					154	439	603
"KY"	2012	"Jefferson"	"J104"	3	637	121	775					168	615	787
"KY"	2012	"Jefferson"	"J105"	3	230	123	359					151	207	365
"KY"	2012	"Jefferson"	"J107"	3	339	74	420					113	311	427
"KY"	2012	"Jefferson"	"J108"	3	470	241	730					330	401	747
"KY"	2012	"Jefferson"	"J110"	3	316	179	501					235	271	512
"KY"	2012	"Jefferson"	"J111"	3	360	117	484					162	339	508
"KY"	2012	"Jefferson"	"J113"	3	435	237	689					302	377	703
"KY"	2012	"Jefferson"	"J114"	3	456	261	733					331	402	752
"KY"	2012	"Jefferson"	"J117"	3	248	139	394					202	202	408
"KY"	2012	"Jefferson"	"J119"	3	307	193	508					271	240	516
"KY"	2012	"Jefferson"	"J120"	3	420	247	677					327	353	696
"KY"	2012	"Jefferson"	"J122"	3	274	175	450					222	227	460
"KY"	2012	"Jefferson"	"J123"	3	205	123	333					166	169	341
"KY"	2012	"Jefferson"	"J127"	3	522	330	857					439	433	877
"KY"	2012	"Jefferson"	"J128"	3	423	297	739					381	362	752
"KY"	2012	"Jefferson"	"J129"	3	589	322	922					445	472	931
"KY"	2012	"Jefferson"	"J130"	3	155	47	204					70	141	214
"KY"	2012	"Jefferson"	"J131"	3	315	179	499					233	272	508
"KY"	2012	"Jefferson"	"J135"	3	313	293	617					380	239	629
"KY"	2012	"Jefferson"	"J137"	3	282	258	551					329	231	570
"KY"	2012	"Jefferson"	"J138"	3	101	80	187					102	87	193
"KY"	2012	"Jefferson"	"J139"	3	109	69	185					90	94	191
"KY"	2012	"Jefferson"	"J140"	3	153	55	216					61	152	219
"KY"	2012	"Jefferson"	"J141"	3	129	106	239					140	100	244
"KY"	2012	"Jefferson"	"K103"	3	292	8	302					6	301	307
"KY"	2012	"Jefferson"	"K104"	3	351	72	430					78	343	435
"KY"	2012	"Jefferson"	"K105"	3	567	81	671					102	553	686
"KY"	2012	"Jefferson"	"K107"	3	471	7	483					4	488	494
"KY"	2012	"Jefferson"	"K108"	3	702	22	732					22	715	737
"KY"	2012	"Jefferson"	"K110"	3	322	43	370					60	309	374
"KY"	2012	"Jefferson"	"K111"	3	213	40	255					60	199	263
"KY"	2012	"Jefferson"	"K112"	3	247	62	315					70	240	318
"KY"	2012	"Jefferson"	"K113"	3	188	36	227					43	186	232
"KY"	2012	"Jefferson"	"K114"	3	423	87	525					120	397	529
"KY"	2012	"Jefferson"	"K116"	3	75	13	92					26	67	95
"KY"	2012	"Jefferson"	"K117"	3	303	114	428					133	292	441
"KY"	2012	"Jefferson"	"K118"	3	477	45	528					47	488	539
"KY"	2012	"Jefferson"	"K119"	3	377	178	562					261	303	572
"KY"	2012	"Jefferson"	"K121"	3	680	26	710					35	682	719
"KY"	2012	"Jefferson"	"K122"	3	563	70	638					93	550	643
"KY"	2012	"Jefferson"	"K123"	3	740	71	817					92	725	824
"KY"	2012	"Jefferson"	"K125"	3	173	25	202					43	160	203
"KY"	2012	"Jefferson"	"K126"	3	222	46	275					63	216	280
"KY"	2012	"Jefferson"	"K127"	3	489	213	711					308	411	725
"KY"	2012	"Jefferson"	"K128"	3	317	175	500					252	248	503
"KY"	2012	"Jefferson"	"K129"	3	358	114	481					135	339	487
"KY"	2012	"Jefferson"	"K130"	3	374	55	432					77	360	439
"KY"	2012	"Jefferson"	"K131"	3	385	78	468					108	360	473
"KY"	2012	"Jefferson"	"K132"	3	165	82	249					123	126	252
"KY"	2012	"Jefferson"	"K133"	3	318	101	426					113	308	429
"KY"	2012	"Jefferson"	"K134"	3	228	86	328					129	198	335
"KY"	2012	"Jefferson"	"K135"	3	11	5	17					6	11	17
"KY"	2012	"Jefferson"	"K136"	3	109	10	120					14	108	123
"KY"	2012	"Jefferson"	"K137"	3	239	4	248					4	246	251
"KY"	2012	"Jefferson"	"K138"	3	77	42	119					59	61	121
"KY"	2012	"Jefferson"	"L104"	3	782	18	803					18	806	826
"KY"	2012	"Jefferson"	"L107"	3	496	9	509					3	519	523
"KY"	2012	"Jefferson"	"L108"	3	280	15	296					14	290	304
"KY"	2012	"Jefferson"	"L110"	3	268	11	280					10	278	291
"KY"	2012	"Jefferson"	"L111"	3	188	14	207					20	183	209
"KY"	2012	"Jefferson"	"L112"	3	295	12	310					10	301	316
"KY"	2012	"Jefferson"	"L113"	3	740	52	796					54	744	810
"KY"	2012	"Jefferson"	"L115"	3	57	12	71					11	52	69
"KY"	2012	"Jefferson"	"L117"	3	663	264	939					322	601	946
"KY"	2012	"Jefferson"	"L118"	3	592	346	945					438	513	965
"KY"	2012	"Jefferson"	"L119"	3	477	183	669					201	468	685
"KY"	2012	"Jefferson"	"L134"	3	314	215	530					252	271	534
"KY"	2012	"Jefferson"	"L135"	3	596	386	989					470	518	1008
"KY"	2012	"Jefferson"	"L136"	3	450	183	646					213	410	655
"KY"	2012	"Jefferson"	"L138"	3	260	160	425					205	217	434
"KY"	2012	"Jefferson"	"L139"	3	452	339	799					405	395	815
"KY"	2012	"Jefferson"	"L140"	3	318	5	325					0	325	325
"KY"	2012	"Jefferson"	"L141"	3	310	67	381					76	312	391
"KY"	2012	"Jefferson"	"L142"	3	333	44	378					61	327	391
"KY"	2012	"Jefferson"	"L143"	3	191	28	223					32	189	228
"KY"	2012	"Jefferson"	"L144"	3	340	24	366					29	342	372
"KY"	2012	"Jefferson"	"L145"	3	727	8	739					7	743	752
"KY"	2012	"Jefferson"	"L146"	3	411	273	693					326	354	699
"KY"	2012	"Jefferson"	"L147"	3	517	4	525					5	526	531
"KY"	2012	"Jefferson"	"L148"	3	242	5	251					5	243	251
"KY"	2012	"Jefferson"	"L149"	3	540	9	551					3	558	561
"KY"	2012	"Jefferson"	"L150"	3	79	4	84					4	80	85
"KY"	2012	"Jefferson"	"M102"	3	981	4	994					5	1003	1012
"KY"	2012	"Jefferson"	"M103"	3	1105	6	1115					5	1122	1127
"KY"	2012	"Jefferson"	"M104"	3	382	6	389					8	386	394
"KY"	2012	"Jefferson"	"M105"	3	408	4	414					2	416	419
"KY"	2012	"Jefferson"	"M106"	3	383	7	390					3	394	399
"KY"	2012	"Jefferson"	"M107"	3	282	7	290					5	290	296
"KY"	2012	"Jefferson"	"M110"	3	375	2	379					2	382	385
"KY"	2012	"Jefferson"	"M120"	3	656	93	759					113	640	771
"KY"	2012	"Jefferson"	"M121"	3	323	52	385					57	316	391
"KY"	2012	"Jefferson"	"M123"	3	664	116	797					140	650	817
"KY"	2012	"Jefferson"	"M124"	3	464	93	574					106	447	583
"KY"	2012	"Jefferson"	"M129"	3	187	6	195					7	195	202
"KY"	2012	"Jefferson"	"M130"	3	306	15	324					19	309	328
"KY"	2012	"Jefferson"	"M131"	3	278	38	318					39	269	324
"KY"	2012	"Jefferson"	"M132"	3	555	4	560					2	564	566
"KY"	2012	"Jefferson"	"M133"	3	714	8	724					7	722	729
"KY"	2012	"Jefferson"	"M137"	3	281	168	460					190	261	466
"KY"	2012	"Jefferson"	"M138"	3	612	212	836					268	562	844
"KY"	2012	"Jefferson"	"M139"	3	408	81	494					101	381	499
"KY"	2012	"Jefferson"	"M140"	3	182	47	234					59	168	236
"KY"	2012	"Jefferson"	"M141"	3	237	40	281					54	216	282
"KY"	2012	"Jefferson"	"M142"	3	762	158	932					206	695	939
"KY"	2012	"Jefferson"	"M143"	3	311	72	387					93	291	390
"KY"	2012	"Jefferson"	"M144"	3	162	31	195					39	149	197
"KY"	2012	"Jefferson"	"M145"	3	26	1	27					1	26	27
"KY"	2012	"Jefferson"	"M146"	3	442	69	527					85	431	537
"KY"	2012	"Jefferson"	"M147"	3	277	44	325					68	241	329
"KY"	2012	"Jefferson"	"M148"	3	465	5	473					5	468	474
"KY"	2012	"Jefferson"	"M149"	3	322	68	395					106	301	411
"KY"	2012	"Jefferson"	"M153"	3	350	5	356					2	357	361
"KY"	2012	"Jefferson"	"M154"	3	138	4	142					4	137	142
"KY"	2012	"Jefferson"	"M155"	3	148	0	150					0	153	153
"KY"	2012	"Jefferson"	"M156"	3	133	0	134					1	133	135
"KY"	2012	"Jefferson"	"M157"	3	5	0	5					0	5	5
"KY"	2012	"Jefferson"	"M158"	3	58	1	59					1	58	59
"KY"	2012	"Jefferson"	"M159"	3	47	7	56					9	42	57
"KY"	2012	"Jefferson"	"M160"	3	95	17	113					29	83	116
"KY"	2012	"Jefferson"	"M161"	3	251	3	259					3	258	262
"KY"	2012	"Jefferson"	"N101"	3	591	60	660					79	586	666
"KY"	2012	"Jefferson"	"N102"	3	407	131	547					178	371	553
"KY"	2012	"Jefferson"	"N103"	3	702	12	716					17	704	722
"KY"	2012	"Jefferson"	"N104"	3	767	16	788					14	786	800
"KY"	2012	"Jefferson"	"N105"	3	630	20	656					24	635	660
"KY"	2012	"Jefferson"	"N106"	3	731	9	744					4	745	752
"KY"	2012	"Jefferson"	"N107"	3	703	6	713					8	710	722
"KY"	2012	"Jefferson"	"N108"	3	788	10	802					8	797	808
"KY"	2012	"Jefferson"	"N109"	3	572	9	587					6	576	585
"KY"	2012	"Jefferson"	"N110"	3	450	2	456					4	452	456
"KY"	2012	"Jefferson"	"N111"	3	383	3	389					3	390	395
"KY"	2012	"Jefferson"	"N112"	3	355	4	364					4	363	368
"KY"	2012	"Jefferson"	"N113"	3	298	4	304					8	298	307
"KY"	2012	"Jefferson"	"N115"	3	308	86	404					122	279	407
"KY"	2012	"Jefferson"	"N117"	3	509	72	592					89	503	597
"KY"	2012	"Jefferson"	"N119"	3	541	6	549					6	554	562
"KY"	2012	"Jefferson"	"N124"	3	2	2	5					2	3	5
"KY"	2012	"Jefferson"	"N125"	3	366	324	699					403	293	711
"KY"	2012	"Jefferson"	"N126"	3	202	291	496					364	138	505
"KY"	2012	"Jefferson"	"N127"	3	48	8	56					12	45	58
"KY"	2012	"Jefferson"	"N128"	3	170	38	209					39	172	212
"KY"	2012	"Jefferson"	"N130"	3	526	248	786					300	478	796
"KY"	2012	"Jefferson"	"N131"	3	275	346	622					440	189	636
"KY"	2012	"Jefferson"	"N132"	3	273	388	663					456	212	673
"KY"	2012	"Jefferson"	"N133"	3	246	286	536					345	192	542
"KY"	2012	"Jefferson"	"N134"	3	511	88	611					121	491	625
"KY"	2012	"Jefferson"	"N136"	3	130	13	146					17	135	152
"KY"	2012	"Jefferson"	"N137"	3	136	1	138					3	135	138
"KY"	2012	"Jefferson"	"N138"	3	41	0	42					0	42	42
"KY"	2012	"Jefferson"	"N139"	3	63	2	65					1	65	66
"KY"	2012	"Jefferson"	"N140"	3	46	1	47					1	46	47
"KY"	2012	"Jefferson"	"O105"	3	748	104	858					131	727	866
"KY"	2012	"Jefferson"	"O107"	3	891	157	1057					203	860	1069
"KY"	2012	"Jefferson"	"O109"	3	558	144	708					185	527	717
"KY"	2012	"Jefferson"	"O111"	3	429	126	560					163	405	570
"KY"	2012	"Jefferson"	"O112"	3	331	159	501					204	295	504
"KY"	2012	"Jefferson"	"O113"	3	399	106	515					153	364	518
"KY"	2012	"Jefferson"	"O114"	3	347	213	571					292	282	583
"KY"	2012	"Jefferson"	"O115"	3	537	292	847					415	439	868
"KY"	2012	"Jefferson"	"O116"	3	577	43	625					62	567	631
"KY"	2012	"Jefferson"	"O117"	3	554	73	630					85	549	638
"KY"	2012	"Jefferson"	"O119"	3	575	102	685					127	567	697
"KY"	2012	"Jefferson"	"O121"	3	467	107	581					149	440	590
"KY"	2012	"Jefferson"	"O123"	3	290	110	405					135	268	410
"KY"	2012	"Jefferson"	"O124"	3	306	132	445					195	256	455
"KY"	2012	"Jefferson"	"O126"	3	440	144	587					182	399	589
"KY"	2012	"Jefferson"	"O127"	3	412	149	572					227	359	591
"KY"	2012	"Jefferson"	"O128"	3	522	277	814					373	449	829
"KY"	2012	"Jefferson"	"O129"	3	624	314	951					431	527	970
"KY"	2012	"Jefferson"	"O130"	3	380	210	602					306	300	619
"KY"	2012	"Jefferson"	"O131"	3	314	127	456					188	266	464
"KY"	2012	"Jefferson"	"O133"	3	402	313	727					433	304	743
"KY"	2012	"Jefferson"	"O134"	3	396	352	770					480	297	788
"KY"	2012	"Jefferson"	"O135"	3	347	201	561					273	285	572
"KY"	2012	"Jefferson"	"O136"	3	328	130	472					204	280	492
"KY"	2012	"Jefferson"	"O137"	3	609	306	926					460	484	949
"KY"	2012	"Jefferson"	"O138"	3	166	85	256					126	132	264
"KY"	2012	"Jefferson"	"O139"	3	15	13	29					18	14	32
"KY"	2012	"Jefferson"	"Q101"	3	622	219	857					302	556	866
"KY"	2012	"Jefferson"	"Q103"	3	518	276	809					378	437	830
"KY"	2012	"Jefferson"	"Q104"	3	189	75	268					92	181	280
"KY"	2012	"Jefferson"	"Q105"	3	681	363	1067					462	610	1079
"KY"	2012	"Jefferson"	"Q107"	3	593	302	903					374	538	920
"KY"	2012	"Jefferson"	"Q109"	3	515	468	1000					602	409	1025
"KY"	2012	"Jefferson"	"Q112"	3	456	330	800					426	369	810
"KY"	2012	"Jefferson"	"Q113"	3	203	154	361					226	131	364
"KY"	2012	"Jefferson"	"Q114"	3	355	378	754					476	279	770
"KY"	2012	"Jefferson"	"Q115"	3	433	305	750					380	373	761
"KY"	2012	"Jefferson"	"Q116"	3	444	317	776					407	367	788
"KY"	2012	"Jefferson"	"Q117"	3	380	315	706					411	299	717
"KY"	2012	"Jefferson"	"Q118"	3	439	351	814					456	355	826
"KY"	2012	"Jefferson"	"Q119"	3	642	475	1148					631	527	1173
"KY"	2012	"Jefferson"	"Q122"	3	526	51	580					73	507	581
"KY"	2012	"Jefferson"	"Q123"	3	765	15	790					19	776	797
"KY"	2012	"Jefferson"	"Q124"	3	469	92	569					124	440	572
"KY"	2012	"Jefferson"	"Q125"	3	599	462	1077					606	478	1098
"KY"	2012	"Jefferson"	"Q126"	3	204	194	405					243	158	409
"KY"	2012	"Jefferson"	"Q127"	3	302	102	416					134	283	422
"KY"	2012	"Jefferson"	"Q128"	3	420	343	785					456	318	797
"KY"	2012	"Jefferson"	"Q129"	3	579	411	1006					528	490	1030
"KY"	2012	"Jefferson"	"Q130"	3	174	131	316					171	142	318
"KY"	2012	"Jefferson"	"Q131"	3	667	392	1085					516	574	1103
"KY"	2012	"Jefferson"	"Q132"	3	266	181	455					229	228	465
"KY"	2012	"Jefferson"	"Q133"	3	482	362	867					478	401	892
"KY"	2012	"Jefferson"	"Q134"	3	279	86	370					115	260	378
"KY"	2012	"Jefferson"	"Q135"	3	18	11	29					16	15	31
"KY"	2012	"Jefferson"	"Q136"	3	197	89	293					132	163	298
"KY"	2012	"Jefferson"	"S116"	3	290	304	601					378	222	609
"KY"	2012	"Jefferson"	"S117"	3	380	306	700					394	313	711
"KY"	2012	"Jefferson"	"S118"	3	417	389	817					461	358	839
"KY"	2012	"Jefferson"	"S119"	3	514	320	839					415	428	854
"KY"	2012	"Jefferson"	"S122"	3	521	297	831					376	461	848
